고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,추정가구소득1,추정가구소득2,,,,
421,1,N,1,62,4704,11,N,200306,경남,1차산업,1차산업 종사자,3516,3511,,,,
422,1,Y,2,62,38611,20,N,200306,서울,주부,주부,7035,6935,,,,
423,1,N,1,62,5636,40,N,200306,전남,자영업,자영업,4239,,,,,
424,1,N,1,62,4849,12,N,200306,경기,제조업,운전직,4779,5439,,,,
426,1,Y,2,62,0,,N,200306,강원,주부,주부,0,0,,,,
427,1,N,2,62,15555,30,N,,,,,5548,,,,,
428,1,N,2,62,14444,20,N,200306,광주,주부,주부,5724,5582,,,,
429,1,N,1,62,31111,20,N,200306,서울,서비스,2차산업 종사자,8119,9244,,,,
430,1,N,2,61,3573,11,N,200306,부산,주부,주부,4567,4554,,,,
431,1,N,2,61,14305,30,N,200306,울산,서비스,3차산업 종사자,6378,6294,,,,
433,2,,2,61,17361,20,N,200306,충남,주부,주부,7190,6870,,,,
434,1,N,2,61,8333,30,N,200306,부산,제조업,운전직,4299,6060,,,,
435,1,N,1,61,37083,20,N,200306,충북,전문직,교사,10587,11055,,,,
436,2,,2,61,14027,20,N,200306,광주,주부,주부,5695,5325,,,,
438,1,N,2,61,8750,20,N,200303,인천,서비스,2차산업 종사자,4519,4666,,,,
439,1,N,1,61,13194,30,N,200306,경기,전문직,교사,5223,5411,,,,
441,1,N,2,61,64027,20,N,200306,서울,사무직,사무직,10307,10376,,,,
442,1,N,2,61,21944,20,N,200306,울산,주부,주부,6636,6424,,,,
443,1,N,2,61,37222,20,N,200306,서울,서비스,3차산업 종사자,8214,8153,,,,
444,1,N,2,61,20988,11,N,200306,경남,주부,주부,6759,,,,,
445,1,Y,2,61,17916,20,N,200306,부산,주부,주부,0,,,,,
446,1,N,2,61,18750,20,N,,,,,7002,,,,,
447,1,N,2,61,15623,40,N,200306,서울,주부,주부,5214,5118,,,,
448,1,Y,1,61,9869,30,N,200303,서울,제조업,운전직,0,4216,,,,
450,1,N,2,61,55972,20,N,200306,서울,주부,주부,10549,10549,,,,
451,2,,2,61,5263,12,N,200306,울산,주부,주부,4879,4795,,,,
452,1,Y,2,61,20277,20,N,200306,강원,주부,주부,7799,,,,,
453,2,,1,61,1137,11,N,200306,전남,서비스,2차산업 종사자,3981,,,,,
454,1,N,2,61,8452,11,N,200306,전북,주부,주부,4970,4958,,,,
455,1,Y,2,61,10694,20,N,200306,서울,주부,주부,3411,,,,,
456,1,Y,2,61,2351,11,N,200306,강원,주부,주부,4124,4117,,,,
457,1,N,2,61,2988,40,N,200306,충북,서비스,3차산업 종사자,3962,3962,,,,
458,1,N,1,60,12500,20,N,200306,강원,1차산업,1차산업 종사자,5487,4579,,,,
459,1,N,2,60,6944,20,N,200306,전북,주부,주부,4078,4039,,,,
460,1,N,1,60,31666,20,N,200306,경남,사무직,사무직,9900,9269,,,,
461,1,N,2,60,14305,30,N,200306,경기,주부,주부,4335,5077,,,,
462,1,N,2,60,3041,13,N,200306,대전,자영업,자영업,4589,4549,,,,
464,1,N,1,60,12869,11,N,200306,대구,자영업,자영업,5870,4728,,,,
465,1,N,1,60,26666,20,N,200306,경남,자영업,자영업,10457,11954,,,,
466,2,,2,60,3434,12,N,200306,경기,주부,주부,4746,4805,,,,
468,1,N,2,60,16135,13,N,200306,서울,주부,주부,6378,6481,,,,
469,1,Y,1,60,15138,30,N,200306,서울,사무직,사무직,5715,4689,,,,
470,1,N,1,60,6834,40,N,200306,경북,자영업,자영업,5263,13399,,,,
471,1,N,1,60,11662,99,Y,200306,부산,사무직,사무직,0,4603,,,,
472,1,Y,2,60,18333,30,N,200306,서울,기타,단순 노무직,5834,5906,,,,
473,1,Y,2,60,16944,20,N,200306,부산,주부,주부,6079,6039,,,,
474,1,N,1,60,19094,99,N,200306,서울,자영업,자영업,0,9501,,,,
475,1,N,2,60,8285,99,N,200306,경기,주부,주부,0,4195,,,,
476,1,N,2,60,25555,20,N,200306,경기,주부,주부,8085,8546,,,,
478,1,N,1,60,5992,12,N,200306,대구,서비스,2차산업 종사자,5066,4087,,,,
479,1,Y,1,60,5144,11,N,,,,,0,,,,,
480,1,N,1,60,14267,12,N,200306,서울,자영업,자영업,6889,9031,,,,
481,1,N,1,60,10136,40,N,200306,전남,서비스,3차산업 종사자,5969,4484,,,,
482,1,N,2,60,16302,11,N,200301,충북,자영업,자영업,5997,5939,,,,
483,1,N,2,60,18888,20,N,200306,대구,기타,학생,6633,9817,,,,
484,1,N,1,60,51250,20,N,200303,경기,사무직,사무직,10853,7112,,,,
485,1,N,2,60,17361,20,N,200306,부산,서비스,자영업,7294,7231,,,,
486,1,N,2,60,6344,20,N,200306,경남,주부,주부,4490,3929,,,,
487,2,,2,60,5651,40,N,200306,전남,자영업,자영업,5186,5186,,,,
488,2,,1,60,9080,12,N,200306,경북,서비스,3차산업 종사자,5170,8225,,,,
489,1,N,2,60,20699,11,N,200306,전북,주부,주부,6809,6406,,,,
490,1,N,2,60,11573,12,N,200306,서울,기타,주부,6226,7335,,,,
491,1,N,2,60,8827,40,N,200306,대구,자영업,자영업,5565,5457,,,,
492,1,N,2,60,24722,20,N,200306,인천,주부,주부,8190,5100,,,,
494,1,N,2,59,5883,40,N,200306,충남,서비스,3차산업 종사자,5128,8253,,,,
495,1,N,2,59,0,,N,200306,충남,서비스,2차산업 종사자,0,4214,,,,
497,1,N,2,59,43472,20,N,200306,서울,자영업,자영업,10016,9897,,,,
498,1,N,1,59,27496,11,N,200306,충북,사무직,공무원,7888,7764,,,,
499,1,N,1,59,16666,20,N,200306,경남,사무직,사무직,6429,10272,,,,
500,2,,1,59,38055,20,N,200306,서울,자영업,자영업,9726,5535,,,,
502,1,N,2,59,27222,20,Y,200306,부산,주부,주부,9121,9325,,,,
503,1,N,1,59,10694,20,N,200306,부산,사무직,기업/단체 임원,5430,7520,,,,
504,1,N,1,59,46203,20,N,200306,경기,사무직,사무직,10301,5361,,,,
505,1,N,1,59,53333,20,N,200306,서울,사무직,사무직,10698,9163,,,,
506,1,N,1,59,10555,30,N,,,,,0,,,,,
507,1,N,1,59,32639,13,N,200306,경기,자영업,자영업,7237,11052,,,,
508,1,N,2,59,4226,13,N,200306,울산,서비스,3차산업 종사자,3832,3103,,,,
509,1,N,2,59,22638,20,N,200306,충북,기타,3차산업 종사자,0,9916,,,,
510,1,N,2,59,13942,30,N,200306,서울,주부,주부,3764,3696,,,,
511,1,N,2,59,12055,99,N,200306,경기,주부,주부,0,4020,,,,
514,1,N,2,59,30555,20,N,200306,서울,주부,주부,8826,8964,,,,
515,1,N,2,59,10968,13,N,200306,경기,자영업,자영업,5517,5168,,,,
516,1,Y,2,59,17440,99,N,200306,서울,주부,주부,0,0,,,,
517,1,N,1,59,30555,20,N,200306,서울,자영업,자영업,7330,5434,,,,
518,1,N,2,59,9861,20,N,200306,경기,자영업,자영업,5363,5343,,,,
521,1,N,2,59,20284,99,N,200306,서울,주부,주부,0,0,,,,
522,1,N,1,58,39305,20,N,200306,서울,전문직,공무원,10465,5394,,,,
524,1,N,2,58,23684,12,N,200306,경기,기타,주부,6486,7893,,,,
525,1,Y,1,58,7361,30,N,200306,전북,자영업,자영업,0,4853,,,,
526,1,N,2,58,4209,13,N,200306,경북,주부,주부,4528,3960,,,,
527,1,N,2,58,5109,40,N,200306,전북,자영업,자영업,4815,10751,,,,
528,1,Y,2,58,1638,12,N,200306,부산,주부,주부,4553,4504,,,,
529,1,N,2,58,6666,30,N,200306,경기,자영업,자영업,4532,4448,,,,
530,1,N,2,58,7787,40,N,200306,전북,자영업,자영업,5684,4963,,,,
531,1,Y,2,58,7638,30,N,200306,울산,주부,주부,4788,4944,,,,
532,1,N,2,58,0,,N,200306,,,,0,3691,,,,
534,2,,2,58,10277,30,N,200306,경기,자영업,자영업,5002,8505,,,,
535,1,N,2,58,23333,20,N,200306,대구,자영업,자영업,11023,10430,,,,
536,1,N,2,58,2639,13,N,200306,경기,기타,단순 노무직,4873,4847,,,,
537,1,N,1,58,21527,20,N,200306,경기,사무직,사무직,8070,9374,,,,
538,1,N,1,58,5144,99,N,200306,경북,1차산업,1차산업 종사자,0,4220,,,,
541,1,Y,2,58,6242,99,N,200306,충남,자영업,자영업,0,4233,,,,
542,1,N,2,58,9591,11,N,200306,경북,주부,주부,5414,5342,,,,
544,1,Y,1,58,27083,20,N,200306,부산,사무직,사무직,9955,10802,,,,
545,1,Y,2,58,13333,20,N,200306,인천,주부,주부,5975,4730,,,,
546,1,N,2,58,1796,11,N,200306,전남,주부,주부,4279,4263,,,,
548,1,N,1,58,5114,11,N,200306,충남,서비스,자영업,4718,6682,,,,
550,1,N,2,58,18973,99,N,200306,서울,주부,주부,0,6766,,,,
551,1,N,2,58,11429,40,N,200306,경남,자영업,자영업,6089,10808,,,,
552,1,N,2,58,11238,11,N,200306,충남,주부,주부,5639,5620,,,,
553,1,N,2,58,33888,20,N,200306,충남,자영업,자영업,10946,10972,,,,
554,1,N,2,58,30000,20,N,200306,서울,주부,주부,9484,9782,,,,
555,1,N,2,57,24444,20,N,200306,서울,서비스,2차산업 종사자,6152,4112,,,,
556,1,N,1,57,7638,20,N,200306,인천,서비스,3차산업 종사자,4443,3901,,,,
557,1,N,2,57,28194,20,N,200306,경남,주부,주부,9776,9768,,,,
558,2,,2,57,6501,11,N,200306,강원,주부,주부,5010,4079,,,,
559,1,N,1,57,20833,20,N,200306,인천,서비스,의료직 종사자,7950,5169,,,,
560,1,Y,2,57,36549,20,N,200306,서울,,,0,8727,,,,
561,1,Y,2,57,12777,20,N,200306,경기,주부,주부,5898,4218,,,,
562,1,N,1,57,15833,20,N,200306,경기,서비스,3차산업 종사자,6530,4951,,,,
563,1,N,2,57,11894,12,N,200306,서울,주부,주부,6396,6340,,,,
564,1,N,1,57,23750,20,N,200306,대전,사무직,사무직,8844,5626,,,,
565,1,N,2,57,0,,N,200306,서울,자영업,자영업,0,4065,,,,
566,1,N,1,57,5138,20,N,200306,전남,자영업,자영업,4427,9215,,,,
567,1,N,2,57,2455,12,N,200306,경남,주부,주부,4366,4309,,,,
568,2,,1,57,9722,20,N,200306,경남,서비스,2차산업 종사자,6437,8426,,,,
570,1,Y,1,57,8055,30,N,200306,인천,자영업,자영업,5329,4544,,,,
572,2,,2,57,6980,12,N,200306,서울,주부,주부,5910,5851,,,,
573,1,N,2,57,15016,11,N,200306,경남,1차산업,1차산업 종사자,6221,6368,,,,
574,1,N,1,57,4118,99,N,200306,경북,1차산업,1차산업 종사자,0,3460,,,,
576,1,N,1,57,14450,40,N,200306,부산,사무직,사무직,5681,5291,,,,
577,1,N,2,57,22582,11,N,200306,충남,주부,주부,7301,3644,,,,
578,1,N,2,57,8277,13,N,200306,경기,기타,단순 노무직,0,3217,,,,
579,1,N,1,57,30000,20,N,200306,울산,서비스,2차산업 종사자,9872,9763,,,,
580,1,N,1,57,27222,20,N,200306,경기,서비스,2차산업 종사자,8821,5317,,,,
581,2,,1,57,3422,11,N,200306,충남,1차산업,1차산업 종사자,4554,4417,,,,
582,1,N,2,57,20972,20,N,200306,경기,전문직,공무원,7783,4478,,,,
583,1,N,2,57,10287,12,N,200306,서울,전문직,전문직,6178,7952,,,,
584,1,N,2,57,2228,11,N,200306,광주,1차산업,1차산업 종사자,4708,4710,,,,
585,2,,1,57,16256,12,N,200306,경기,사무직,3차산업 종사자,5998,10739,,,,
586,1,N,1,57,40416,20,N,200306,인천,사무직,사무직,10204,10136,,,,
587,1,N,2,57,16944,20,N,200306,경남,주부,주부,8053,7842,,,,
588,1,N,2,57,18888,20,N,200306,울산,주부,주부,6791,6283,,,,
589,1,N,2,57,4080,11,N,200306,경북,제조업,2차산업 종사자,4641,8309,,,,
590,2,,2,57,24722,20,Y,200306,충남,주부,주부,9746,4829,,,,
591,1,N,2,57,51111,20,N,200306,경기,주부,주부,10697,7398,,,,
592,1,N,1,57,13632,40,N,200306,경기,자영업,자영업,5991,11241,,,,
593,1,N,2,57,8194,20,N,200306,충북,주부,주부,6361,4492,,,,
595,1,N,1,56,20574,12,N,200306,서울,자영업,자영업,7573,5309,,,,
596,1,Y,2,56,18055,20,N,200306,경기,주부,주부,7663,5229,,,,
597,1,N,1,56,15833,30,N,200306,경기,자영업,자영업,6180,5008,,,,
598,1,Y,2,56,21388,20,N,200306,광주,주부,주부,0,0,,,,
599,1,N,1,56,32777,20,N,200306,인천,자영업,자영업,9852,4781,,,,
600,1,N,2,56,43055,20,N,200306,경기,주부,주부,10898,10924,,,,
601,1,N,2,56,19583,20,N,200306,경기,서비스,3차산업 종사자,6927,8448,,,,
602,1,N,2,56,46666,20,N,200306,서울,주부,주부,10275,5552,,,,
603,1,N,1,56,6250,20,N,200306,경북,서비스,2차산업 종사자,4987,8913,,,,
604,1,N,2,56,4437,12,N,200306,대구,서비스,3차산업 종사자,5018,4999,,,,
605,1,N,2,56,0,,N,200306,서울,주부,주부,0,6925,,,,
606,1,N,2,56,10762,40,N,200306,경기,자영업,자영업,5590,4322,,,,
607,1,N,2,56,91589,11,N,200306,경기,주부,주부,10643,5088,,,,
608,1,N,1,56,0,,N,200306,,,,0,4778,,,,
609,1,N,1,56,0,,Y,200306,광주,서비스,2차산업 종사자,0,4604,,,,
610,1,N,2,56,6664,11,N,200306,경남,주부,주부,5035,4366,,,,
612,1,Y,2,56,2678,13,N,200306,부산,서비스,3차산업 종사자,4771,3782,,,,
613,1,N,1,56,2777,20,N,200306,경북,1차산업,1차산업 종사자,4397,3976,,,,
614,1,N,2,56,11527,30,N,200306,경기,서비스,2차산업 종사자,5700,8015,,,,
615,1,N,1,56,3333,20,N,200306,충북,제조업,운전직,3623,4083,,,,
616,1,N,1,56,25000,20,N,200306,경기,사무직,사무직,8956,6967,,,,
617,1,N,1,56,10972,20,N,200306,충남,사무직,공무원,6992,10393,,,,
619,1,N,2,56,2532,13,N,200306,인천,자영업,자영업,4941,9525,,,,
620,2,,2,56,6616,40,N,200306,충북,주부,주부,5667,4461,,,,
621,1,N,2,56,31250,20,N,200306,대전,주부,주부,10478,10499,,,,
622,1,N,2,56,0,,N,200306,대전,기타,3차산업 종사자,0,8896,,,,
623,1,N,1,56,15477,40,N,200306,부산,자영업,자영업,6942,4942,,,,
624,1,N,2,56,7916,20,N,200306,전남,서비스,2차산업 종사자,5587,5587,,,,
625,1,N,2,56,6527,20,Y,200306,경남,주부,주부,5372,4967,,,,
626,1,N,2,56,28333,20,Y,200306,인천,자영업,3차산업 종사자,9840,9867,,,,
627,1,N,2,56,23611,20,N,200306,경기,주부,주부,8720,5934,,,,
628,1,N,1,56,6863,11,N,200306,충남,제조업,운전직,5134,4516,,,,
629,1,N,2,56,12553,12,N,200306,서울,서비스,3차산업 종사자,6427,2992,,,,
630,1,N,1,56,9444,20,N,200306,전남,서비스,2차산업 종사자,6145,8823,,,,
631,1,N,2,56,9556,13,N,200306,대전,주부,주부,5716,5914,,,,
632,1,N,1,56,55555,20,N,200306,서울,사무직,사무직,10608,12062,,,,
633,1,N,2,56,0,,N,200306,세종,주부,주부,0,4030,,,,
634,2,,2,56,7777,20,N,200306,서울,자영업,자영업,6413,5714,,,,
635,1,Y,2,56,14166,20,N,200306,경기,서비스,3차산업 종사자,6330,3124,,,,
636,1,N,2,56,30555,20,N,200306,경기,주부,주부,9783,6813,,,,
637,1,N,2,56,0,,N,200306,경기,주부,주부,0,5887,,,,
638,2,,1,56,4364,11,N,200306,충북,1차산업,1차산업 종사자,4741,4208,,,,
639,1,N,2,55,27222,20,N,200306,대구,주부,주부,10324,5210,,,,
640,1,N,2,55,20421,40,N,200306,서울,서비스,3차산업 종사자,6762,8740,,,,
641,1,N,1,55,39583,20,N,200306,서울,서비스,자영업,10775,10662,,,,
642,2,,2,55,40000,20,N,200306,서울,서비스,2차산업 종사자,10134,8576,,,,
644,2,,2,55,15833,20,N,200306,충북,주부,주부,7983,4823,,,,
645,1,N,2,55,31527,20,N,200306,경남,서비스,2차산업 종사자,10412,10311,,,,
647,1,Y,2,55,3686,12,N,200306,경기,주부,주부,5041,4247,,,,
650,1,Y,2,55,5416,30,N,200306,부산,주부,주부,4192,5135,,,,
651,1,N,2,55,10509,99,N,200306,경기,주부,주부,0,4672,,,,
652,1,N,1,55,30000,20,N,200306,경기,자영업,자영업,9763,10765,,,,
653,1,N,1,55,8728,40,N,200306,인천,서비스,2차산업 종사자,5786,5161,,,,
654,1,N,1,55,36111,20,N,200306,경남,사무직,사무직,10487,10657,,,,
656,1,N,2,55,21666,20,Y,200306,서울,자영업,3차산업 종사자,6544,4932,,,,
658,2,,2,55,7026,40,N,200306,대전,자영업,자영업,5485,4561,,,,
659,1,N,2,55,6460,11,N,200306,전북,주부,주부,5070,5098,,,,
660,1,N,1,55,0,,N,200306,대전,제조업,2차산업 종사자,0,8626,,,,
661,1,N,1,55,14027,20,N,200306,경기,서비스,2차산업 종사자,5526,7742,,,,
662,1,N,2,55,5944,12,N,200306,경기,주부,주부,5237,5194,,,,
663,1,N,2,55,14305,20,N,200306,부산,주부,주부,7430,4590,,,,
664,1,N,2,55,7763,40,N,200306,부산,주부,주부,5593,3466,,,,
665,1,N,2,55,12642,40,N,200306,부산,서비스,자영업,6412,13263,,,,
666,1,N,1,55,10833,20,N,200306,강원,1차산업,1차산업 종사자,6084,7220,,,,
667,1,N,2,55,6927,99,N,200306,충남,사무직,사무직,0,9189,,,,
668,1,N,1,55,15076,40,N,200306,경기,기타,2차산업 종사자,6738,4255,,,,
669,1,N,2,55,23888,20,N,200306,경기,주부,주부,7839,4622,,,,
670,1,N,2,55,2313,13,N,200306,강원,서비스,3차산업 종사자,4517,3240,,,,
671,1,Y,2,55,8385,40,N,200306,경남,주부,주부,6237,6814,,,,
672,1,N,2,55,0,,N,200303,부산,주부,주부,0,3807,,,,
673,1,N,1,55,41666,20,N,200306,경기,제조업,2차산업 종사자,10749,5717,,,,
674,2,,1,55,7083,20,N,200306,전남,서비스,2차산업 종사자,5572,4672,,,,
675,1,N,1,55,17777,20,N,200306,충남,서비스,2차산업 종사자,7470,9005,,,,
676,1,N,2,55,22500,20,N,200306,경기,주부,주부,7200,7050,,,,
677,1,N,2,55,27777,20,N,200306,경기,주부,주부,10047,4436,,,,
679,2,,2,55,46111,20,N,200306,서울,주부,주부,11115,11081,,,,
680,2,,1,54,47043,11,N,200306,경기,전문직,예체능계 종사자,8729,5304,,,,
681,1,N,2,54,14027,20,N,200306,인천,주부,주부,6234,4938,,,,
682,1,N,1,54,9166,20,N,200306,전남,사무직,2차산업 종사자,5918,4721,,,,
683,1,N,2,54,23333,20,N,200306,경기,전문직,의료직 종사자,8795,7729,,,,
684,1,N,1,54,3547,13,N,200306,전남,서비스,2차산업 종사자,4679,4618,,,,
685,1,N,2,54,10138,20,N,200306,울산,서비스,3차산업 종사자,6006,3589,,,,
686,1,N,2,54,23888,20,N,200306,인천,주부,주부,8629,5610,,,,
687,1,N,1,54,25138,20,N,200306,경기,사무직,사무직,9769,11917,,,,
688,1,N,2,54,28750,20,N,200306,경기,자영업,자영업,9935,9897,,,,
689,1,N,2,54,53750,20,N,200306,경기,전문직,대학교수/강사,11331,15840,,,,
690,2,,2,54,20666,12,N,200306,서울,서비스,2차산업 종사자,7469,8757,,,,
691,1,N,2,54,17777,20,N,200306,충북,주부,주부,7461,4840,,,,
693,1,N,1,54,12650,50,N,200306,경기,사무직,사무직,5978,6580,,,,
694,1,N,2,54,20972,30,N,200306,서울,사무직,사무직,0,5533,,,,
697,1,N,2,54,7361,20,N,200306,경남,자영업,자영업,6528,9143,,,,
698,2,,2,54,14861,30,N,200303,서울,사무직,고위 공무원,5738,10881,,,,
699,1,N,2,54,13891,99,N,200306,서울,주부,주부,0,4787,,,,
700,1,N,1,54,4849,40,N,200306,전남,기타,1차산업 종사자,5518,11830,,,,
701,1,N,2,54,12222,30,N,200306,경기,주부,주부,5914,3003,,,,
702,1,N,1,54,8431,12,N,200306,전남,사무직,사무직,5483,4678,,,,
704,1,Y,2,54,12222,20,N,200306,광주,서비스,3차산업 종사자,7122,5234,,,,
705,1,N,1,54,1756,12,N,200306,인천,제조업,2차산업 종사자,4927,4561,,,,
706,1,N,1,54,42614,11,N,200306,서울,전문직,공무원,10167,5105,,,,
707,1,N,2,54,7905,11,N,200306,경남,1차산업,1차산업 종사자,5411,9961,,,,
708,1,Y,2,54,6805,30,Y,200306,부산,주부,주부,4415,4337,,,,
710,1,N,2,54,29444,20,N,200306,서울,서비스,3차산업 종사자,10073,3875,,,,
711,1,N,2,54,11111,30,N,200306,경기,서비스,3차산업 종사자,5762,5744,,,,
712,1,N,1,53,6672,11,N,200306,대구,서비스,2차산업 종사자,5399,3926,,,,
713,2,,1,53,24166,20,N,200306,충북,사무직,고위 공무원,9832,5641,,,,
714,1,N,2,53,16666,20,N,200306,경남,사무직,사무직,8228,12826,,,,
716,1,Y,1,53,6017,40,N,200306,충남,자영업,자영업,5516,4883,,,,
717,2,,2,53,15555,20,N,200306,전북,주부,주부,8152,8363,,,,
719,1,N,2,53,91111,20,N,200306,서울,전문직,교사,12235,10981,,,,
720,1,N,2,53,26388,20,N,200306,대구,주부,주부,9733,4892,,,,
722,1,N,2,53,31944,20,N,200306,경기,주부,주부,10411,5497,,,,
723,1,N,1,53,21666,30,N,200306,서울,서비스,2차산업 종사자,7590,5254,,,,
725,1,N,2,53,4929,12,N,200306,서울,서비스,2차산업 종사자,5867,7671,,,,
726,1,N,2,53,67916,20,N,200306,서울,자영업,자영업,11583,12842,,,,
728,1,N,1,53,33333,20,N,200306,경남,사무직,사무직,10385,10329,,,,
729,1,N,1,53,20694,20,N,200306,경기,제조업,2차산업 종사자,7383,5271,,,,
733,1,N,1,53,22222,20,N,200306,광주,전문직,전문직,9017,6154,,,,
734,1,N,2,53,9369,40,N,200306,경남,자영업,자영업,6487,4220,,,,
735,1,N,1,53,16527,20,N,200306,인천,제조업,전문직,6885,5179,,,,
737,1,N,2,53,19583,20,N,200306,충북,전문직,교사,9109,10615,,,,
738,1,N,1,53,8611,20,N,200306,경기,제조업,운전직,5018,8732,,,,
739,1,N,2,53,15540,99,N,200303,서울,주부,주부,0,3661,,,,
740,1,N,1,53,5972,30,N,200306,충남,제조업,2차산업 종사자,5494,4564,,,,
741,1,N,1,53,15276,30,N,200306,서울,서비스,3차산업 종사자,7162,4158,,,,
742,1,N,1,53,16805,20,N,200306,경기,사무직,사무직,6905,9824,,,,
743,1,N,2,53,16111,20,N,200306,광주,주부,주부,8248,4965,,,,
744,1,N,2,53,5866,13,N,200306,경기,서비스,3차산업 종사자,5303,3389,,,,
745,2,,2,53,9260,11,N,200306,충북,주부,주부,5647,5294,,,,
746,1,N,2,53,26805,20,N,200306,서울,자영업,자영업,8025,10974,,,,
747,2,,2,53,21666,20,N,200306,부산,전문직,교사,8852,9137,,,,
748,1,N,2,53,16944,20,N,200306,경기,전문직,교육관련직,7889,8220,,,,
749,1,Y,2,53,4214,40,N,200306,경북,서비스,3차산업 종사자,0,3644,,,,
750,1,N,2,53,17916,20,N,200306,대전,주부,주부,0,5198,,,,
753,1,N,1,53,23611,20,N,,,,,9018,,,,,
754,2,,1,53,2451,13,N,,,,,4633,,,,,
755,1,N,2,53,6666,20,Y,200306,대전,자영업,자영업,4209,4041,,,,
756,1,N,1,53,6601,11,N,200306,전북,사무직,사무직,5272,5206,,,,
757,1,N,2,53,50000,20,N,200306,경기,주부,주부,0,0,,,,
758,1,N,2,53,39722,20,N,200306,부산,주부,주부,11400,5370,,,,
759,1,N,1,52,6250,20,N,200306,경북,기타,2차산업 종사자,5902,4381,,,,
761,1,N,2,52,30277,20,N,200306,인천,주부,주부,9857,4518,,,,
762,1,N,1,52,12500,20,N,200306,전북,전문직,공무원,7033,9245,,,,
763,1,N,1,52,44054,20,N,200306,울산,사무직,사무직,11081,10863,,,,
765,1,N,2,52,26527,20,N,200306,경기,주부,주부,10039,5383,,,,
766,1,N,2,52,12353,20,N,200306,강원,주부,주부,7499,5446,,,,
767,1,N,1,52,31944,20,N,200306,울산,사무직,사무직,10512,11618,,,,
768,1,N,2,52,65092,11,N,200306,경기,서비스,3차산업 종사자,9967,14204,,,,
769,1,N,2,52,2963,11,N,200306,전북,주부,주부,4700,4169,,,,
770,1,N,2,52,12117,12,N,200306,경기,사무직,단순 사무직,5780,8262,,,,
773,1,N,1,52,22849,11,N,,,,,6605,,,,,
774,1,N,2,52,3974,12,N,200306,경기,자영업,자영업,5158,3547,,,,
775,1,N,2,52,38055,20,N,200306,울산,주부,주부,10358,6043,,,,
776,1,N,2,52,31111,20,N,200306,경기,주부,주부,9272,5520,,,,
777,2,,2,52,9773,11,N,200306,경남,주부,주부,5766,5824,,,,
778,1,N,1,52,3398,12,N,200306,광주,서비스,2차산업 종사자,4970,4139,,,,
